,data_split,base_name,s3_path,stim_id,curriculum,condition,metadata
10,test,wheels,lax-drawing-wheels-all-010.png,lax-drawing-wheels-all-010,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
11,test,wheels,lax-drawing-wheels-all-011.png,lax-drawing-wheels-all-011,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
12,test,wheels,lax-drawing-wheels-all-012.png,lax-drawing-wheels-all-012,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
13,test,wheels,lax-drawing-wheels-all-013.png,lax-drawing-wheels-all-013,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
14,test,wheels,lax-drawing-wheels-all-014.png,lax-drawing-wheels-all-014,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
15,test,wheels,lax-drawing-wheels-all-015.png,lax-drawing-wheels-all-015,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
16,test,wheels,lax-drawing-wheels-all-016.png,lax-drawing-wheels-all-016,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
17,test,wheels,lax-drawing-wheels-all-017.png,lax-drawing-wheels-all-017,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
18,test,wheels,lax-drawing-wheels-all-018.png,lax-drawing-wheels-all-018,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
19,test,wheels,lax-drawing-wheels-all-019.png,lax-drawing-wheels-all-019,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
20,test,wheels,lax-drawing-wheels-all-020.png,lax-drawing-wheels-all-020,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
21,test,wheels,lax-drawing-wheels-all-021.png,lax-drawing-wheels-all-021,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
22,test,wheels,lax-drawing-wheels-all-022.png,lax-drawing-wheels-all-022,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
23,test,wheels,lax-drawing-wheels-all-023.png,lax-drawing-wheels-all-023,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
24,test,wheels,lax-drawing-wheels-all-024.png,lax-drawing-wheels-all-024,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
25,test,wheels,lax-drawing-wheels-all-025.png,lax-drawing-wheels-all-025,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
26,test,wheels,lax-drawing-wheels-all-026.png,lax-drawing-wheels-all-026,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
27,test,wheels,lax-drawing-wheels-all-027.png,lax-drawing-wheels-all-027,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
28,test,wheels,lax-drawing-wheels-all-028.png,lax-drawing-wheels-all-028,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
29,test,wheels,lax-drawing-wheels-all-029.png,lax-drawing-wheels-all-029,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
30,test,wheels,lax-drawing-wheels-all-030.png,lax-drawing-wheels-all-030,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
31,test,wheels,lax-drawing-wheels-all-031.png,lax-drawing-wheels-all-031,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
32,test,wheels,lax-drawing-wheels-all-032.png,lax-drawing-wheels-all-032,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
33,test,wheels,lax-drawing-wheels-all-033.png,lax-drawing-wheels-all-033,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
34,test,wheels,lax-drawing-wheels-all-034.png,lax-drawing-wheels-all-034,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
35,test,wheels,lax-drawing-wheels-all-035.png,lax-drawing-wheels-all-035,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
36,test,wheels,lax-drawing-wheels-all-036.png,lax-drawing-wheels-all-036,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
37,test,wheels,lax-drawing-wheels-all-037.png,lax-drawing-wheels-all-037,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
38,test,wheels,lax-drawing-wheels-all-038.png,lax-drawing-wheels-all-038,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
39,test,wheels,lax-drawing-wheels-all-039.png,lax-drawing-wheels-all-039,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
40,test,wheels,lax-drawing-wheels-all-040.png,lax-drawing-wheels-all-040,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
41,test,wheels,lax-drawing-wheels-all-041.png,lax-drawing-wheels-all-041,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
42,test,wheels,lax-drawing-wheels-all-042.png,lax-drawing-wheels-all-042,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
43,test,wheels,lax-drawing-wheels-all-043.png,lax-drawing-wheels-all-043,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
44,test,wheels,lax-drawing-wheels-all-044.png,lax-drawing-wheels-all-044,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
45,test,wheels,lax-drawing-wheels-all-045.png,lax-drawing-wheels-all-045,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
46,test,wheels,lax-drawing-wheels-all-046.png,lax-drawing-wheels-all-046,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
47,test,wheels,lax-drawing-wheels-all-047.png,lax-drawing-wheels-all-047,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
48,test,wheels,lax-drawing-wheels-all-048.png,lax-drawing-wheels-all-048,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
49,test,wheels,lax-drawing-wheels-all-049.png,lax-drawing-wheels-all-049,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
50,train,wheels,lax-drawing-wheels-all-050.png,lax-drawing-wheels-all-050,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
51,train,wheels,lax-drawing-wheels-all-051.png,lax-drawing-wheels-all-051,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
52,train,wheels,lax-drawing-wheels-all-052.png,lax-drawing-wheels-all-052,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
53,train,wheels,lax-drawing-wheels-all-053.png,lax-drawing-wheels-all-053,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
54,train,wheels,lax-drawing-wheels-all-054.png,lax-drawing-wheels-all-054,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
55,train,wheels,lax-drawing-wheels-all-055.png,lax-drawing-wheels-all-055,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
56,train,wheels,lax-drawing-wheels-all-056.png,lax-drawing-wheels-all-056,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
57,train,wheels,lax-drawing-wheels-all-057.png,lax-drawing-wheels-all-057,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
58,train,wheels,lax-drawing-wheels-all-058.png,lax-drawing-wheels-all-058,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
59,train,wheels,lax-drawing-wheels-all-059.png,lax-drawing-wheels-all-059,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
60,train,wheels,lax-drawing-wheels-all-060.png,lax-drawing-wheels-all-060,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
61,train,wheels,lax-drawing-wheels-all-061.png,lax-drawing-wheels-all-061,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
62,train,wheels,lax-drawing-wheels-all-062.png,lax-drawing-wheels-all-062,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
63,train,wheels,lax-drawing-wheels-all-063.png,lax-drawing-wheels-all-063,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
64,train,wheels,lax-drawing-wheels-all-064.png,lax-drawing-wheels-all-064,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
65,train,wheels,lax-drawing-wheels-all-065.png,lax-drawing-wheels-all-065,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
66,train,wheels,lax-drawing-wheels-all-066.png,lax-drawing-wheels-all-066,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
67,train,wheels,lax-drawing-wheels-all-067.png,lax-drawing-wheels-all-067,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
68,train,wheels,lax-drawing-wheels-all-068.png,lax-drawing-wheels-all-068,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
69,train,wheels,lax-drawing-wheels-all-069.png,lax-drawing-wheels-all-069,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
70,train,wheels,lax-drawing-wheels-all-070.png,lax-drawing-wheels-all-070,curriculum_0,condition_wheels,"{'name': 'wheels_all', 'timestamp': '2021-08-31T15-38-16-186755', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator wheels --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
