,data_split,base_name,s3_path,stim_id,curriculum,condition,metadata
33,test,nuts_bolts,lax-drawing-nuts-bolts-all-033.png,lax-drawing-nuts-bolts-all-033,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
34,test,nuts_bolts,lax-drawing-nuts-bolts-all-034.png,lax-drawing-nuts-bolts-all-034,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
35,test,nuts_bolts,lax-drawing-nuts-bolts-all-035.png,lax-drawing-nuts-bolts-all-035,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
36,test,nuts_bolts,lax-drawing-nuts-bolts-all-036.png,lax-drawing-nuts-bolts-all-036,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
37,test,nuts_bolts,lax-drawing-nuts-bolts-all-037.png,lax-drawing-nuts-bolts-all-037,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
38,test,nuts_bolts,lax-drawing-nuts-bolts-all-038.png,lax-drawing-nuts-bolts-all-038,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
39,test,nuts_bolts,lax-drawing-nuts-bolts-all-039.png,lax-drawing-nuts-bolts-all-039,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
40,test,nuts_bolts,lax-drawing-nuts-bolts-all-040.png,lax-drawing-nuts-bolts-all-040,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
41,test,nuts_bolts,lax-drawing-nuts-bolts-all-041.png,lax-drawing-nuts-bolts-all-041,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
42,test,nuts_bolts,lax-drawing-nuts-bolts-all-042.png,lax-drawing-nuts-bolts-all-042,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
43,test,nuts_bolts,lax-drawing-nuts-bolts-all-043.png,lax-drawing-nuts-bolts-all-043,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
44,test,nuts_bolts,lax-drawing-nuts-bolts-all-044.png,lax-drawing-nuts-bolts-all-044,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
45,test,nuts_bolts,lax-drawing-nuts-bolts-all-045.png,lax-drawing-nuts-bolts-all-045,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
46,test,nuts_bolts,lax-drawing-nuts-bolts-all-046.png,lax-drawing-nuts-bolts-all-046,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
47,test,nuts_bolts,lax-drawing-nuts-bolts-all-047.png,lax-drawing-nuts-bolts-all-047,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
48,test,nuts_bolts,lax-drawing-nuts-bolts-all-048.png,lax-drawing-nuts-bolts-all-048,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
49,test,nuts_bolts,lax-drawing-nuts-bolts-all-049.png,lax-drawing-nuts-bolts-all-049,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
50,train,nuts_bolts,lax-drawing-nuts-bolts-all-050.png,lax-drawing-nuts-bolts-all-050,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
51,train,nuts_bolts,lax-drawing-nuts-bolts-all-051.png,lax-drawing-nuts-bolts-all-051,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
52,train,nuts_bolts,lax-drawing-nuts-bolts-all-052.png,lax-drawing-nuts-bolts-all-052,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
53,train,nuts_bolts,lax-drawing-nuts-bolts-all-053.png,lax-drawing-nuts-bolts-all-053,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
54,train,nuts_bolts,lax-drawing-nuts-bolts-all-054.png,lax-drawing-nuts-bolts-all-054,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
55,train,nuts_bolts,lax-drawing-nuts-bolts-all-055.png,lax-drawing-nuts-bolts-all-055,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
56,train,nuts_bolts,lax-drawing-nuts-bolts-all-056.png,lax-drawing-nuts-bolts-all-056,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
57,train,nuts_bolts,lax-drawing-nuts-bolts-all-057.png,lax-drawing-nuts-bolts-all-057,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
58,train,nuts_bolts,lax-drawing-nuts-bolts-all-058.png,lax-drawing-nuts-bolts-all-058,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
59,train,nuts_bolts,lax-drawing-nuts-bolts-all-059.png,lax-drawing-nuts-bolts-all-059,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
60,train,nuts_bolts,lax-drawing-nuts-bolts-all-060.png,lax-drawing-nuts-bolts-all-060,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
61,train,nuts_bolts,lax-drawing-nuts-bolts-all-061.png,lax-drawing-nuts-bolts-all-061,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
62,train,nuts_bolts,lax-drawing-nuts-bolts-all-062.png,lax-drawing-nuts-bolts-all-062,curriculum_0,condition_nuts_bolts,"{'name': 'nuts_bolts_all', 'timestamp': '2021-08-30T15-24-13-115176', 'generating_command': 'python generate_drawing_tasks.py --task_export_dir data --synthesis_export_dir None --renders_export_dir None --tasks_generator nuts_bolts --num_tasks_per_condition all --train_ratio 0.8 --no_synthesis_tasks False --no_render False'}"
